motis_id,name
7958,Stadtverkehr Bingen
7959,Stadtwerke Kaiserslautern
796,Berliner Verkehrsbetriebe
7960,Stadtwerke Pirmasens
7961,Stadtwerke Zweibrücken
7969,Kölner VB
7971,Stadtwerke Bonn
7972,RSVG
7973,OVAG
7974,Meckenheim
7975,Euskirchen
7976,Bergisch Gladbach
7977,Wermelskirchen
7978,REVG
7979,Stadtverkehr Euskirchen
7980,Stadtverkehr Hürth
7981,Stadtverkehr Brühl
7987,Stadtverkehr SHA
7988,Röhler
7989,Niederrheinwerke Viersen mobil GmbH
8005,Museumsstraßenbahn (SHB)
801,PostAuto AG
8011,BRS Busverkehr Ruhr-Sieg GmbH
8014,Verkehrsbetriebe Westfalen-Süd GmbH
8015,Schwebebahn
8016,Wuppertaler Stadtwerke
8029,Landkreis Landshut
8030,Landkreis Mühldorf (Inn)
8032,NEW mobil und aktiv Mönchengladbach GmbH
8036,Jägle
8037,Seitz
8042,Demmelmair
8046,Egenberger
805,Verkehrsbetrieb LIECHTENSTEINmobil
8051,Osterrieder
8054,BBS Brandner (VMK)
8056,BBS Verkehrs Ges. (VMK)
8057,Klaus
8058,Brandner/Babenhausen (VMK)
8059,Bettighofer
8061,Gruber
8063,Kirchweihtal
8064,Brandner Unterallgäu
8066,Angele-Braunmiller
8068,Stadtverkehr Memmingen/Angele
8069,Berchtold
807,Automobildienst SZU
8071,Haslach Bus
8072,Stadtbus Kempten
8074,Schattmeier
8077,Schweighart
8086,Schwabenbus Dillingen
8087,Landkreis Rottal
810,WestfalenBahn
8103,RVS
8106,Regensburger Verkehrsbetrieb
8108,Stadtverkehr Schwandorf (WiesBus)
811,Autobus AG Liestal
8112,RegioBus NVH
8118,U-Bahn München
812,VR Snabbtåg
8121,Stadtwerke Passau
8122,Stadtwerke Trier
8123,Moselbahn
8124,Saargau on Tour
8125,Rhein-Mosel Verkehrsgesellschaft mbH
813,AFA Bus AG
8136,Müller-Kylltal
8137,Jozi-Reisen
814,RegionAlps Bus
8140,Stadtverkehr Tübingen GmbH
8141,Kreisverkehrsbetrieb Sigmaringen
8143,Omnibus-Verkehr Ruoff GmbH
8144,Eissler-Reisen GmbH & Co.KG
8147,RSV-GmbH Hogenmüller & Kull Co.
8148,Stadt Rottenburg am Neckar
815,ABELLIO Rail Mitteldeutschland GmbH
8150,Edel Reisen
8155,Omnibus Groß GmbH
8159,Fa. Willy Kopp Omnibusverkehr
816,Auto AG Uri
8162,Wilhelm Lutz Omnibusverkehr GmbH
8168,Stadtwerke Bad Urach
817000,NeTS Planung ÖBB
8180,Landkreis Tuttlingen
8185,Mecklenburg Vorpommersche VG
8187,Verkehrsgesellschaft Vorp.-Greifswald
8190,DVB-Straßenbahn
8191,OVPS-Stadtbus
8193,Busübernahme OVPS
8194,DVB-Bus
8195,RVD-Busverkehr
8196,VGM-Busverkehr
8197,RBO-Busverkehr
8198,VGH Busverkehr
820,Verkehrsbetriebe Luzern AG
8203,Bergbahn
8219,Schwerin Bus
822,Busbetrieb BOB
823,Basler Verkehrsbetriebe
827,Städtische Verkehrsbetriebe Bern
832,Autobetrieb Weesen-Amden
834,Service d'automobiles TPF
838,Flixbus
839,Zugerland Verkehrsbetriebe
841,Auto AG Schwyz
846,regiobus Potsdam Mittelmark GmbH
849,Verkehrsbetriebe Zürich
850,Autobusbetrieb RBS
851,Automobildienst Matterhorn Gotthard Bahn (fo auto)
8571,Oberhavel Verkehrsgesellschaft mbH
8576,Verkehrsbetriebe Brandenburg an der Havel GmbH
858,Autolinee Regionali Luganesi
8581,Schöneicher Rüdersdorfer Straßenbahn GmbH
8583,Uckermärkische Verkehrsgesellschaft
8584,Havelbus Verkehrsgesellschaft mbH
8585,Cottbusverkehr GmbH
8586,Busverkehr Oder-Spree GmbH
8588,Barnimer Busgesellschaft mbH
8595,Stadtverkehrsgesellschaft mbH Frankfurt (Oder)
8596,Regionale Verkehrsgesellschaft Dahme-Spreewald mbH
8599,Strausberger Eisenbahn GmbH
8601,Verkehrsmanagement Elbe-Elster GmbH
8603,ORP Ostprignitz-Ruppiner Personennahverkehrsgesellschaft mbH
8606,Verkehrsbetrieb Potsdam GmbH
8628,FahrPlan Verkehrsgesellschaft mbH
8635,Omnibus Sauter
8638,HLB Hessenbus Hofheim
8639,Stadtwerke Verkehrsgesellschaft Frankfurt
8641,HEAG Mobilo
8648,Omnibusbetrieb Heuser GmbH
8649,Becker und Bender Busverkehr GbR
865,Autoverkehr RhB
8653,Stadtwerke Rüsselsheim
8654,Erfurter Bahn
8655,Stadtwerke Gießen
8659,Magistrat der Stadt Homburg v.d.H.
8660,HEAG mobiBus GmbH + Co. KG
8661,Stadt Friedrichsdorf
8664,Stadtwerke Marburg GmbH
8666,LNG Fulda
8669,Offenbacher Verkehrsbetriebe GmbH
8671,Omnibusbetrieb Winzenhöler GmbH + Co. KG
8672,Transdev Rhein-Main
8674,ALV Vogelsberg
8675,Hanauer Straßenbahn GmbH
8678,Verkehrsges. Gersprenztal
8681,Stadtwerke Langen GmbH
8682,Fa. Stadtwerke Bad Vilbel GmbH
8686,Fa. Jungermann
8689,VGO Gießen
8694,ALV Marburg
8696,Stadtwerke Bad Nauheim
870,Automobildienste Aare Seeland mobil
8709,Medenbach Traffic GmbH
8719,ALV Oberhessen
8721,Wetzlarer Verkehrsbetriebe und Reisebüro GmbH
8722,Stadtwerke Neu-Isenburg
873,Regionalbus Lenzburg
8730,In-der-City-Bus
8733,Stadtverkehr Limburg
8736,Verkehrsgesellschaft Lahn-Dill-Weil mbH (LDK)
8738,RhönEnergie Bus GmbH
8739,Frieda Gass
8740,Arnold Engelhardt GmbH
8742,Müller Omnibusbetrieb
8748,VGO Alsfeld
8749,ESWE Verkehrsgesellschaft mbH
8751,"Becker-Bus GmbH+Co.KG, Langen"
8753,Erletz
8754,Verkehrsbetriebe Dreieich
8755,Kirchgäßner Reisen
8756,Verkehrsgesellschaft Gießen mbH
876,Transports publics Vevey-Montreux-Chillon-Villeneuve
8760,Stroh Busverkehr GmbH
8766,VGO Friedberg
8767,Stadtverkehr Maintal
881,Transports Publics Genevois
882,Stadtbus Winterthur
885,Verkehrsbetriebe der Stadt St.Gallen
8857,PNVG Merseburg-Querfurt
8861,Nordsachsen Mobil
8865,Nahverkehrsgesellschaft Jerichower Land
8871,KVG Salzland
8872,Leipziger Verkehrsbetriebe
8875,Harzer Schmalspurbahnen
8879,Halberstädter Verkehrs-GmbH
8882,Vetter GmbH
8884,Stendalbus
8885,Omnibusbetrieb Saalekreis
8886,Verkehrsgesellschaft Südharz
8888,THÜSAC
8889,Regionalbus Leipzig GmbH
889,Verkehrsbetriebe Biel
8891,Magdeburger Verkehrsbetriebe
8896,Hallesche Verkehrs-AG
89,N-Bus GmbH
8931,Saarbahn GmbH
8938,Saar-Mobil GmbH
8939,Baron Reisen GmbH
8943,Lay Reisen - on Tour GmbH
8944,KVS GmbH
8947,NVG Neunkircher Verkehrs GmbH
895,Transports Vallée de Joux-Yverdon-Ste-Croix
896,Regiobus Gossau SG
9020,"Železničná spoločnosť Slovensko, a.s."
9141,KVG Bus
9142,KVG Tram
9222,EW Bus GmbH
9225,RhönEnergie Bus GmbH (NVV)
9226,Frölich Bus GmbH
9227,Schmetterling-Reisen Zulauf
9229,Reisedienst Bonte
9230,HLB Hessenbus Kassel
9231,Frölich Reisen GmbH
9232,Knieling Touristik
9238,Käberich Omnibusbetrieb
9257,WEFRA-Bus GbR
9258,Racktours GmbH + Co. KG
9271,MüllerBusReisen
9276,HLB Bus GmbH
9281,mobus Märkisch-Oderland Bus GmbH
9282,ARGE prignitzbus
9316,Padersprinter
9338,wupsi GmbH
94,RegioBus Steiermark
9407,Süddeutsche Verkehrslinien
9421,Pfiffibus
9441,Stadt-Bus-Verkehr Straubing
9451,Kraftverkehr B. Menchen GmbH & Co.KG
9507,Neubrandenburger Verkehrsbetriebe
9511,NAHBUS GmbH
9512,Verkehrsgesellschaft Ludwigslust-Parchim
9516,Bergbahn Heidelberg
9518,Reisedienst Krauss & Wolff Reisen
955,Trasporti Pubblici Luganesi SA
9616,Fritz Behrendt OHG2
9620,regiobus Potsdam Mittelmark GmbH
9641,ESE Verkehrsgesellschaft mbH
969,eurobahn
976,Niederbarnimer Eisenbahngesellschaft GmbH
9999,GRK Rail Oy
ALEOP_72,Aléop en Sarthe
ALEOP:Operator:ALEOP_44,Aléop en Loire-Atlantique
ALEOP:Operator:ALEOP_TER,Aléop TER
ALEOP:Operator:PDL_72,Aléop en Sarthe
ARR,Arriva
ARST SPA,ARST SpA - Trasporti Regionali Della Sardegna
ATB:Authority:2,AtB
ATOUMOD001:Network:001:LOC,Astuce (Métropole Rouen Normandie)
ATOUMOD002:Network:002:LOC,"Nomad Train (SNCF, Région Normandie)"
ATOUMOD003:Network:003:LOC,LiA (Le Havre Seine Métropole)
ATOUMOD004:Network:004:LOC,Transurbain (Evreux Portes de Normandie)
ATOUMOD029:Network:029:LOC,Twisto (Caen la mer)
ATOUMOD035:Network:035:LOC,"Cap Cotentin (Cherbourg, Agglo. du Cotentin)"
ATOUMOD040:Network:040:LOC,Nomad Car (Région Normandie)
ATOUMOD041:Network:041:LOC,MOCA (Communauté de Communes Caux Austreberthe)
ATOUMOD115:Network:115:LOC,Bacs de Seine (Département Seine-Maritime)
AURILLAC:Operator:1,AURILLAC - Trans'Cab
AVI:Authority:Avinor,Avinor
B,TEC Brabant Wallon
BE,Beziers
BIS,BIS
BN,Blauwnet
BORDEAUX_METROPOLE:Operator:TBM,TBM (Bordeaux Métropole)
BRA:Authority:4,Brakar
BRAVO:ARR,Bravo (Arriva)
BRAVO:CXX,Bravo (Hermes)
BRENG,Breng
C,TEC Charleroi
C13,Lecar / Cartreize
CA_LA_ROCHELLE:Operator:YELO,Yélo Mobilités
CA_PAYS_BASQUE:Operator:TXIKTXAK,TXIK TXAK (Pays Basque)
CC,Corredores Concesionados
CD03,ALLIER
CHARTRES:Operator:Filibus (Chartres),Filibus (Chartres)
CHOLETBUS,Choletbus
CMT,CUCM
CTS,CTS
CXX,Connexxion
DKBUS,DKBUS
EAV,Eav srl - Divisione Ferrovia
EBS,EBS
EC,Easyjet Europe
ENV,Envia
ER,Eurostar
ES,Eurostar
Fablio,Keolis chateau-thierry
FLI:Authority:FlixMobility,FlixBus
FLT:Authority:FLT,Flytoget
FR,RYANAIR
FR:Authority::7A842934-E342-4D4F-AF8D-8B4C404FFBC4:,Conseil Régional Auvergne - Rhône-Alpes
GIRONDE:Operator:33,Cars Régionaux 33 - Gironde
GVB,GVB
H,TEC Hainaut
HERMES,Hermes
HSL,Helsingin seudun liikenne
HTM,HTM
HŽ,HŽ Putnicki prijevoz
IFF:ARRIVA,Arriva
IFF:BN,Blauwnet
IFF:BRENG,Breng
IFF:DB,DB
IFF:EB,Eurobahn
IFF:EU SLEEPER,Eu Sleeper
IFF:NMBS,NMBS
IFF:NS,NS
IFF:NS INT,NS Int
IFF:RNET,R-net
IFF:RRREIS,RRReis
IFF:VIAS,VIAS
ILE,ILEVIA
INN:Authority:INN_ID,Innlandstrafikk
ISERE:Operator:d92e5b0a-96fe-42a8-bfb0-63ae57403922,REGION - cars Région Isère
KD,KEOLIS DIJON
KEOL,KEOLIS AMIENS
Keolis,Keolis
Keolis Secteur Alsace,Keolis Secteur Alsace
L,TEC Liège - Verviers
LA_ROCHE_SUR_YON:Operator:5,Impulsyon
LAVAL:Operator:1,TUL
LER,LER ! ZOU
MB,Metrobús
MEERPLUS,MeerPlus
MOR:Authority:MOR,FRAM
MOULINS:Operator:01,MOULINS - Aléo
N,TEC Namur - Luxembourg
NANTES:Operator:1,Naolib
network:1,Tisséo
NL:EBS:Branding:EBS-HGL,EBS-HGL
NL:EBS:Branding:MeerPlus,MeerPlus
NWY:Authority:d1ea7af1-3c2a-4825-893f-21408ef08480,NOR-WAY Bussekspress AS
OCEdefault,OCEdefault
OP1,Atac
OP10,M & H Coaches
OP101,Select Bus Services
OP103,National Express Coventry
OP108,Arriva Midlands
OP10924,Bee Network
OP11023,Bee Network
OP12112,Stagecoach East Midlands
OP12475,Stagecoach South
OP131,Notts and Derby
OP135,Diamond Bus East Midlands
OP13829,Bee Network
OP14154,Airport Bus Express
OP14161,London Underground (TfL)
OP14163,London Docklands Light Railway - TfL
OP14167,London Transit
OP14168,Stagecoach London
OP14170,IFS Cloud Cable Car
OP14171,Docklands Buses
OP14175,Green Line (operated by Arriva)
OP1454,Coventry Minibuses
OP16,First South & West Wales
OP1620,Reading RailAir
OP163,Centrebus
OP165,Kinchbus
OP17,Stagecoach South Wales
OP187,Central Connect
OP192,East Yorkshire
OP2,Cardiff Bus
OP2014,Uno
OP213,Go North East
OP220,Stagecoach North East
OP229,Arriva North East
OP23,Gwynfor Coaches
OP237,Gateshead Central Buses
OP241,Tyne and Wear Metro
OP2476,Chaserider
OP2477,Arriva Derby
OP25,Lewis Y Llan
OP257,Aintree Coachlines
OP258,Arriva North West
OP260,Stagecoach Merseyside and South Lancashire
OP265,Autoservizi Troiani
OP278,The Burnley Bus Company
OP288,Metrolink
OP3,Adventure Travel
OP31,D & G Bus
OP318,The Keighley Bus Company
OP362,Red Rose Travel
OP363,Carousel Buses
OP364,Thames Valley Buses
OP365,First Berkshire & The Thames Valley
OP367,Red Eagle
OP370,Metroline Travel
OP376,Oxford Bus Company
OP377,Thames Travel
OP383,Diamond Bus South East
OP397,Ipswich Buses
OP401,Arriva London North
OP406,Go Ahead London
OP412,Metrobus
OP418,London United
OP443,Transport UK
OP484,London Sovereign
OP49,Stagecoach Midlands
OP5,Llew Jones
OP50,Arriva Herts and Essex
OP5050,National Express
OP5051,FlixBus
OP512,Stagecoach Bluebird
OP528,West Coast Motors
OP53,Stagecoach London
OP537,Stagecoach West Scotland
OP539,Stagecoach Cumbria and North Lancashire
OP550,Stagecoach East Scotland
OP56,First Norfolk & Suffolk
OP57,Konectbus
OP570,SPT Subway
OP58,Arriva Beds and Bucks
OP584,First Greater Glasgow
OP586,Highland Council
OP589,D & E Coaches
OP596,Lothian Buses
OP597,Lothian Country Buses
OP599,Edinburgh Trams
OP6,Arriva Wales
OP612,McGill's Bus Service
OP629,Community Transport Glasgow
OP65,Simonds
OP662,Coastliner
OP6801,Flyer
OP688,First York
OP71,Redline
OP728,Plymouth Citybus
OP729,Go Cornwall Bus
OP731,First Kernow
OP735,Stagecoach West
OP736,"First Bristol, Bath & the West"
OP762,"First Wessex, Dorset & South Somerset"
OP764,morebus
OP771,Bluestar
OP772,"First Portsmouth, Fareham & Gosport"
OP773,Southern Vectis
OP78,Reading Buses
OP786,Gosport-Portsmouth Ferry
OP789,Hovertravel
OP791,WightLink
OP83,Stagecoach Oxfordshire
OP839,Arriva London
OP853,First Potteries
OP87,Celtic Travel
OP8781,Midland Bluebird
OP90,Diamond Bus
OP92,West Midlands Metro
OP930,TLC Travel
OP931,First Leeds
OP933,First Bradford
OP99,National Express West Midlands
OST:Authority:1,Østfold kollektivtrafikk
PENNARBED,BreizhGo en Finistère
QBUZZ,Qbuzz
QUB,QUB
RATP DEV,RATP DEV
RET,RET
RO-RATBV,RATBV S.A.
RRREIS,RRReis
RTM,RTM
RTP,Red de Transporte de Pasajeros
RUT:Authority:RUT,Ruter
SAM:Authority:300,Öresundståg
sbg034,Südbadenbus
SEM,Mobilités M - Tag
SIBRA,SIBRA
SJV:Authority:SJV,SJ
SKY:Authority:SKY,Skyss
SNCF,TER BreizhGo
SNCF:Operator:1187,SNCF VOYAGEURS
SOLEA,SOLEA
SQM,Saint_Quentin Mobilite
STAN,STAN Nancy
STAR,STAR (Rennes Métropole)
STIB/MIVB,STIB
SUN_LINES,SUN LINES
SYNTUS:UT,Syntus Utrecht
TAM,TAM
TAMM,LE MET'
TER,SNCF / TER
TESO,TESO
TGL,TGL
THALYS,Thalys
TI,Trenitalia
TID:Authority:TID,Tide AS
TPERBO,TPER spa
TRANSDEV,Transdev
Transdev Le Havre,LiA (Le Havre Seine Métropole)
Transports publics Libellus,Transports publics Libellus
TROLE,Trolebús
TUB,TUB (St Brieuc Agglomération)
TURMO_TRAVEL,TURMO TRAVEL SRL
TXIKTXAK,TXIK TXAK
ULY,Ulysse
UNI:Authority:UNI,Unibuss
UOV,U-OV
V7,VOLOTEA
VKT:Authority:VKT_ID,VKT
VYB:Authority:1,VY Bus4You
VYG:Authority:VY,Vy
VYG:Authority:VYT,Vy
VYS:Authority:513,Norrtåg
VYX:Authority:1,Vy Buss
WATERBUS,Waterbus
WSF,Westerschelde Ferry
XZ,Aeroitalia srl
